member_id,received_email,enrolled_program,annual_spending
1360,1,0,71.79
1361,1,0,51.12
1362,1,1,23.29
1363,1,0,53.01
1364,1,0,29.6
1365,1,0,47.68
1366,1,1,55.47
1367,0,0,61.73
1368,1,1,38.47
1369,1,1,35.41
1370,0,0,67.92
1371,0,0,57.3
1372,1,1,34.25
1373,0,0,53.37
1374,1,1,45.48
1375,0,0,71.26
1376,0,0,50.14
1377,0,0,24.29
1378,0,1,30.32
1379,1,1,41.31
1380,0,1,27.7
1381,0,0,69.67
1382,0,0,32.38
1383,0,0,66.89
1384,1,0,49.06
1385,1,1,33.67
1386,0,0,73.89
1387,0,1,33.5
1388,1,1,53.89
1389,1,0,38.15
1390,0,1,48.42
1391,0,0,30.86
1392,1,0,64.93
1393,1,0,47.34
1394,1,1,50.85
1395,0,1,35.32
1396,0,0,43.42
1397,1,0,36.07
1398,0,1,33.03
1399,1,0,70.56
1400,1,1,49.98
1401,1,0,60.06
1402,0,0,39.53
1403,1,1,45.19
1404,0,0,61.57
1405,0,0,29.51
1406,0,1,30.67
1407,1,1,27.99
1408,1,1,28.64
1409,0,0,48.35
1410,1,0,63.38
1411,1,0,58.46
1412,1,0,37.2
1413,0,1,34.32
1414,0,0,25.99
1415,0,0,55.21
1416,0,0,54.88
1417,0,0,65.16
1418,1,1,39.79
1419,0,0,60.15
1420,1,1,48.57
1421,0,1,51.92
1422,1,1,49.88
1423,0,1,25.91
1424,1,1,20.29
1425,1,1,46.88
1426,0,1,29.59
1427,1,1,41.72
1428,1,0,68.53
1429,0,0,51.4
1430,0,1,39.25
1431,1,1,31.1
1432,1,1,36.39
1433,0,0,51.12
1434,1,1,49.2
1435,0,1,41.14
1436,1,0,58.19
1437,1,0,32.99
1438,0,0,39.06
1439,0,0,69.65
1440,1,1,30.15
1441,0,0,74.52
1442,0,1,21.94
1443,1,0,63.03
1444,1,0,37.45
1445,1,0,41.31
1446,0,0,44.35
1447,1,0,54.01
1448,0,1,43.94
1449,0,0,53.7
1450,0,0,54.04
1451,0,0,62.88
1452,0,0,66.7
1453,0,1,40.83
1454,1,0,44.43
1455,0,1,47.2
1456,1,1,28.54
1457,0,0,61.89
1458,0,1,35.73
1459,1,0,42.77
1460,0,0,60.9
1461,0,1,41.9
1462,1,1,33.67
1463,0,0,36.26
1464,0,1,43.9
1465,0,0,50.52
1466,0,0,58.96
1467,1,0,49.75
1468,1,0,56.51
1469,0,0,42.92
1470,0,0,63.98
1471,1,1,37.88
1472,0,0,56.19
1473,0,1,20.54
1474,0,0,67.92
1475,0,0,34.48
1476,0,1,45.19
1477,1,0,77.54
1478,1,0,45.17
1479,0,0,55.56
1480,1,0,52.18
1481,0,1,44.66
1482,0,0,44.8
1483,1,0,77.25
1484,0,1,32.35
1485,0,0,53.53
1486,0,1,54.29
1487,1,0,44.02
1488,1,0,34.16
1489,0,0,68.0
1490,0,0,44.15
1491,1,0,50.31
1492,1,1,37.17
1493,0,0,45.12
1494,0,0,39.15
1495,1,1,54.93
1496,0,0,49.08
1497,0,0,59.23
1498,0,1,22.83
1499,0,1,44.43
1500,0,0,54.15
1501,1,0,16.62
1502,0,1,39.74
1503,0,0,42.39
1504,0,0,63.2
1505,0,0,49.39
1506,1,0,55.3
1507,1,1,32.73
1508,1,0,48.92
1509,0,0,77.47
1510,0,1,43.0
1511,0,0,72.21
1512,1,1,29.45
1513,0,0,46.76
1514,0,0,40.48
1515,1,0,31.13
1516,0,0,69.94
1517,1,0,58.04
1518,0,1,38.2
1519,0,0,42.7
1520,1,0,44.19
1521,0,0,63.38
1522,1,0,27.5
1523,1,0,50.6
1524,0,0,37.52
1525,0,0,71.88
1526,0,0,51.93
1527,0,0,46.32
1528,1,1,46.58
1529,1,1,25.79
1530,0,0,31.05
1531,0,0,42.6
1532,0,0,58.34
1533,0,0,23.62
1534,1,1,32.57
1535,0,0,48.0
1536,1,1,64.05
1537,0,1,46.85
1538,0,0,62.64
1539,0,0,50.64
1540,0,0,14.99
1541,0,0,68.23
1542,0,0,51.21
1543,0,0,63.49
1544,0,1,38.33
1545,1,0,42.7
1546,0,0,47.79
1547,1,1,22.48
1548,0,0,29.16
1549,1,0,39.39
1550,1,0,36.1
1551,0,0,70.92
1552,0,1,25.15
1553,1,1,31.99
1554,1,1,30.22
1555,1,1,50.34
1556,1,0,75.59
1557,1,0,45.45
1558,0,0,59.79
1559,0,0,54.99
1560,1,0,49.71
1561,1,0,45.21
1562,0,1,44.64
1563,1,1,17.42
1564,1,1,41.1
1565,0,1,25.38
1566,0,1,58.97
1567,1,1,30.76
1568,0,0,46.09
1569,1,1,19.83
1570,0,1,27.54
1571,0,0,46.73
1572,1,0,49.6
1573,1,1,52.47
1574,0,1,36.42
1575,0,0,42.08
1576,1,1,19.48
1577,1,0,35.54
1578,0,0,54.36
1579,0,1,38.99
1580,0,1,12.55
1581,1,1,33.8
1582,1,0,54.41
1583,1,0,61.98
1584,1,1,64.89
1585,0,0,59.99
1586,0,0,47.92
1587,0,0,57.91
1588,1,1,54.72
1589,1,1,20.28
1590,1,0,43.28
1591,0,1,37.1
1592,1,1,37.02
1593,1,0,53.09
1594,1,1,39.32
1595,1,0,46.37
1596,1,1,46.66
1597,1,0,41.68
1598,1,0,47.54
1599,1,0,59.31
1600,0,0,53.49
1601,1,0,47.58
1602,0,0,60.1
1603,1,0,43.29
1604,0,1,41.6
1605,1,0,80.91
1606,1,1,22.89
1607,1,0,33.95
1608,0,0,51.94
1609,1,0,69.15
1610,0,0,75.05
1611,0,0,42.88
1612,0,0,55.57
1613,1,0,42.85
1614,1,1,40.38
1615,1,0,40.91
1616,0,0,48.41
1617,1,1,31.1
1618,0,0,69.8
1619,0,0,43.15
1620,0,0,40.55
1621,0,0,55.48
1622,0,0,62.73
1623,1,0,48.39
1624,1,0,55.54
1625,0,1,27.66
1626,0,0,37.54
1627,1,0,35.71
1628,0,0,43.11
1629,1,0,49.26
1630,0,0,43.55
1631,1,0,58.63
1632,1,1,52.25
1633,0,0,58.12
1634,1,1,37.36
1635,0,0,50.05
1636,1,1,42.0
1637,1,0,47.68
1638,0,1,39.61
1639,0,0,38.02
1640,0,0,42.87
1641,1,0,49.81
1642,0,0,44.81
1643,1,0,51.32
1644,0,1,24.93
1645,0,1,17.64
1646,1,0,56.22
1647,0,0,54.57
1648,0,1,36.6
1649,0,1,57.64
1650,1,1,38.75
1651,1,1,35.25
1652,0,1,27.41
1653,0,0,39.92
1654,0,0,31.07
1655,0,1,29.67
1656,1,0,72.47
1657,0,0,64.46
1658,0,0,45.09
1659,1,0,60.78
1660,0,1,26.0
1661,0,0,37.58
1662,1,1,45.49
1663,0,1,30.05
1664,1,0,41.3
1665,1,0,38.05
1666,0,0,60.43
1667,1,0,70.39
1668,1,0,45.77
1669,1,1,17.44
1670,1,1,33.17
1671,1,0,48.56
1672,0,0,62.72
1673,0,1,43.88
1674,0,0,73.48
1675,1,0,43.99
1676,0,0,64.39
1677,1,1,45.98
1678,1,0,32.26
1679,1,0,65.21
1680,1,0,21.58
1681,0,0,45.46
1682,0,1,0.09
1683,1,0,38.24
1684,0,0,44.77
1685,1,0,46.8
1686,0,1,36.6
1687,0,0,59.2
1688,0,0,62.3
1689,0,0,54.43
1690,0,1,9.65
1691,0,1,13.38
1692,0,1,39.66
1693,1,1,39.43
1694,1,1,33.57
1695,0,0,52.36
1696,0,0,59.28
1697,1,1,32.12
1698,0,0,59.03
1699,1,0,28.3
1700,1,1,20.33
1701,0,0,55.14
1702,0,1,14.93
1703,0,0,75.24
1704,0,0,62.03
1705,0,0,47.18
1706,1,1,36.8
1707,0,0,41.96
1708,0,0,39.89
1709,0,0,49.31
1710,0,0,56.9
1711,1,0,43.41
1712,0,0,41.76
1713,1,0,62.69
1714,1,1,55.23
1715,0,0,42.5
1716,0,0,49.52
1717,1,0,62.49
1718,1,0,46.8
1719,1,1,24.3
1720,0,0,57.82
1721,0,0,21.48
1722,0,0,53.05
1723,0,0,58.03
1724,1,0,86.54
1725,1,1,51.55
1726,1,1,30.0
1727,1,1,42.3
1728,1,0,58.22
1729,1,0,30.95
1730,1,0,46.38
1731,0,1,49.86
1732,0,0,57.04
1733,1,0,74.04
1734,0,0,46.74
1735,0,0,47.59
1736,0,0,49.82
1737,1,1,60.71
1738,1,0,77.21
1739,1,1,26.26
1740,0,1,28.18
1741,1,0,57.0
1742,0,0,62.43
1743,1,0,44.29
1744,0,1,31.07
1745,0,1,53.57
1746,0,0,56.8
1747,1,1,34.59
1748,0,1,22.71
1749,1,1,30.84
1750,1,1,48.56
1751,0,1,26.0
1752,1,0,48.89
1753,0,0,53.79
1754,1,0,63.8
1755,1,1,19.75
1756,0,0,50.53
1757,0,0,47.88
1758,1,0,40.48
1759,1,0,41.39
1760,0,0,75.47
1761,1,0,44.4
1762,1,0,76.49
1763,1,0,50.51
1764,0,0,63.61
1765,0,1,39.34
1766,0,0,44.22
1767,0,0,39.39
1768,1,1,34.46
1769,1,0,37.76
1770,0,0,48.37
1771,1,0,68.34
1772,1,1,25.99
1773,0,0,31.6
1774,1,0,32.77
1775,1,1,46.56
1776,0,0,51.75
1777,1,0,47.07
1778,0,0,48.66
1779,1,0,62.56
1780,0,0,60.76
1781,0,0,62.57
1782,0,0,55.47
1783,1,1,20.56
1784,1,0,33.42
1785,0,0,51.54
1786,1,1,10.37
1787,0,0,72.67
1788,0,1,55.27
1789,1,0,24.52
1790,0,0,55.02
1791,1,0,71.62
1792,0,0,41.07
1793,1,0,43.09
1794,1,1,30.71
1795,0,0,41.68
1796,1,0,41.7
1797,1,1,54.97
1798,1,1,35.36
1799,0,0,63.85
1800,0,0,64.34
1801,0,0,45.52
1802,1,0,33.48
1803,0,0,75.99
1804,1,1,62.02
1805,0,1,34.41
1806,1,0,50.37
1807,1,0,65.38
1808,0,0,36.82
1809,1,1,24.23
1810,0,1,29.6
1811,0,0,45.05
1812,0,0,41.11
1813,1,0,49.48
1814,1,1,26.76
1815,0,0,68.18
1816,0,1,41.46
1817,0,0,41.31
1818,1,0,58.52
1819,0,0,39.48
1820,0,0,49.72
1821,1,0,50.45
1822,1,1,17.51
1823,1,1,28.61
1824,0,1,11.37
1825,1,0,51.26
1826,0,1,39.38
1827,1,1,48.83
1828,0,1,41.84
1829,1,0,52.78
1830,0,1,8.61
1831,0,0,44.82
1832,1,0,48.94
1833,1,0,36.4
1834,0,0,50.35
1835,0,1,22.3
1836,0,0,54.84
1837,0,0,88.55
1838,0,0,50.4
1839,0,0,42.1
1840,0,0,43.53
1841,0,0,54.07
1842,0,0,51.62
1843,0,0,61.76
1844,1,0,62.53
1845,1,0,50.01
1846,1,0,36.89
1847,1,0,59.14
1848,0,1,58.2
1849,0,1,42.27
1850,0,0,38.93
1851,1,0,62.13
1852,1,1,40.7
1853,0,1,44.46
1854,1,0,69.62
1855,0,1,20.82
1856,0,0,37.49
1857,1,0,65.13
1858,0,1,43.47
1859,1,1,37.56
1860,1,0,86.02
1861,0,0,45.01
1862,0,0,44.67
1863,0,0,55.35
1864,1,1,18.65
1865,1,1,42.42
1866,1,1,36.56
1867,1,0,76.62
1868,1,0,39.51
1869,1,0,49.65
1870,1,1,14.51
1871,1,1,51.68
1872,1,0,36.91
1873,0,0,65.19
1874,1,0,76.96
1875,1,0,68.69
1876,1,0,34.63
1877,1,0,66.24
1878,1,0,38.16
1879,1,1,42.38
1880,1,1,42.72
1881,1,1,6.9
1882,0,0,44.5
1883,1,0,54.05
1884,1,0,51.49
1885,1,0,38.98
1886,1,0,74.96
1887,0,1,48.51
1888,0,0,51.94
1889,0,0,66.41
1890,1,0,69.0
1891,1,1,29.55
1892,1,0,66.01
1893,1,0,41.62
1894,1,0,57.81
1895,1,1,33.6
1896,0,0,47.38
1897,1,0,59.96
1898,1,0,47.58
1899,0,0,50.13
1900,1,0,50.86
1901,1,0,42.55
1902,1,0,48.71
1903,0,0,61.18
1904,0,0,34.35
1905,0,0,52.41
1906,0,0,35.27
1907,0,0,43.97
1908,0,0,56.6
1909,0,1,28.17
1910,1,0,47.57
1911,1,0,43.87
1912,1,0,43.15
1913,0,1,62.87
1914,0,0,40.74
1915,1,0,50.63
1916,0,0,49.21
1917,1,1,35.9
1918,0,0,54.09
1919,0,0,59.72
1920,1,0,51.97
1921,0,0,43.28
1922,0,1,29.96
1923,0,0,56.51
1924,0,0,64.35
1925,1,1,46.75
1926,0,0,36.39
1927,0,0,74.29
1928,1,0,35.85
1929,1,0,64.44
1930,1,1,36.55
1931,0,1,26.5
1932,1,0,80.95
1933,1,0,57.01
1934,0,0,65.54
1935,0,0,43.9
1936,0,1,13.44
1937,0,0,72.88
1938,0,0,43.31
1939,0,0,65.38
1940,0,0,32.39
1941,1,1,37.59
1942,0,0,49.96
1943,1,0,59.27
1944,1,1,17.94
1945,1,1,24.71
1946,1,0,69.61
1947,0,0,23.78
1948,1,0,41.17
1949,1,0,46.46
1950,0,0,49.22
1951,0,0,52.12
1952,1,0,44.34
1953,1,1,33.3
1954,0,0,34.34
1955,1,0,92.66
1956,0,0,45.72
1957,0,0,24.87
1958,0,0,40.96
1959,0,0,43.69
1960,1,0,65.59
1961,0,0,44.13
1962,0,1,23.03
1963,1,0,43.64
1964,1,1,57.09
1965,0,0,52.56
1966,1,0,46.56
1967,1,0,41.12
1968,1,0,39.97
1969,1,0,73.51
1970,1,0,29.31
1971,1,1,33.07
1972,1,1,22.68
1973,1,0,57.2
1974,0,1,27.51
1975,1,1,61.4
1976,0,0,57.1
1977,0,1,41.95
1978,0,0,57.38
1979,1,0,54.08
1980,0,0,55.64
1981,1,1,43.08
1982,1,0,54.07
1983,1,0,44.59
1984,0,0,61.18
1985,1,1,25.51
1986,1,1,24.0
1987,1,1,26.02
1988,0,0,53.82
1989,1,0,65.39
1990,1,0,49.76
1991,0,0,46.45
1992,1,0,73.66
1993,1,1,46.48
1994,1,1,26.72
1995,1,0,48.85
1996,1,1,24.63
1997,1,0,65.18
1998,1,0,32.21
1999,1,1,28.65
2000,1,1,17.48
2001,0,1,33.73
2002,1,0,62.49
2003,1,0,40.69
2004,0,1,44.08
2005,0,0,56.12
2006,0,1,37.2
2007,0,0,74.26
2008,0,1,33.26
2009,0,0,33.62
2010,0,1,31.95
2011,1,0,62.55
2012,0,0,61.05
2013,1,1,57.03
2014,1,1,28.81
2015,1,0,38.4
2016,1,1,36.09
2017,1,1,24.36
2018,1,0,59.53
2019,0,0,47.75
2020,1,1,45.42
2021,0,1,25.11
2022,0,0,70.69
2023,1,0,69.51
2024,1,0,81.69
2025,1,1,10.59
2026,0,0,46.61
2027,0,1,32.66
2028,1,0,55.57
2029,1,1,-0.67
2030,1,0,47.6
2031,0,0,26.37
2032,0,0,50.32
2033,0,0,59.79
2034,1,1,60.93
2035,1,0,47.3
2036,0,0,48.49
2037,1,1,38.72
2038,1,0,58.71
2039,1,0,55.99
2040,0,0,60.11
2041,1,0,63.82
2042,1,1,51.46
2043,1,1,33.43
2044,0,0,62.77
2045,1,1,49.84
2046,1,0,33.73
2047,1,0,12.6
2048,1,0,53.08
2049,0,0,48.8
2050,0,1,40.25
2051,0,0,60.02
2052,1,0,53.9
2053,1,0,49.24
2054,0,0,69.19
2055,1,1,50.01
2056,0,0,54.15
2057,1,0,52.71
2058,0,0,56.62
2059,0,1,37.08
2060,0,0,61.51
2061,0,0,66.5
2062,1,1,33.77
2063,1,1,58.76
2064,0,0,47.28
2065,0,0,67.05
2066,0,0,57.13
2067,0,1,42.16
2068,1,1,31.71
2069,1,0,45.83
2070,0,0,52.23
2071,1,1,33.22
2072,1,0,54.59
2073,1,0,33.47
2074,1,1,38.18
2075,0,1,28.95
2076,0,0,64.28
2077,1,0,45.43
2078,1,0,52.16
2079,1,1,21.15
2080,0,1,33.57
2081,0,0,75.63
2082,0,0,56.96
2083,0,0,36.87
2084,1,0,60.5
2085,0,0,38.44
2086,1,0,46.58
2087,1,0,58.33
2088,0,1,21.76
2089,1,0,66.66
2090,0,1,6.56
2091,0,0,57.76
2092,0,1,50.59
2093,1,0,55.49
2094,0,0,49.8
2095,0,0,19.78
2096,1,0,68.48
2097,0,1,41.64
2098,1,1,27.0
2099,0,0,55.83
2100,0,0,64.96
2101,1,0,46.21
2102,0,0,57.01
2103,0,0,55.1
2104,0,0,61.54
2105,0,0,50.45
2106,1,1,33.66
2107,0,0,54.33
2108,1,1,33.46
2109,1,0,52.95
2110,1,0,44.55
2111,1,0,59.32
2112,0,0,63.29
2113,1,1,41.4
2114,1,0,77.88
2115,0,0,57.73
2116,1,0,67.25
2117,1,0,57.3
2118,1,1,73.23
2119,1,1,23.11
2120,1,0,47.21
2121,0,0,63.66
2122,1,1,64.54
2123,1,0,63.56
2124,0,0,68.05
2125,0,0,51.06
2126,0,0,49.69
2127,1,1,46.77
2128,0,1,33.56
2129,1,0,49.11
2130,1,0,62.65
2131,1,0,71.17
2132,0,0,58.23
2133,0,0,64.91
2134,1,0,62.76
2135,1,0,49.65
2136,0,1,52.39
2137,0,0,61.08
2138,0,0,51.07
2139,1,0,43.76
2140,1,0,53.4
2141,1,0,59.38
2142,1,0,74.2
2143,1,0,48.1
2144,0,1,30.72
2145,1,0,76.47
2146,0,1,38.03
2147,0,0,53.97
2148,1,0,47.78
2149,0,1,26.48
2150,1,1,39.43
2151,1,0,68.13
2152,0,0,25.67
2153,0,0,23.53
2154,1,0,59.3
2155,0,0,64.87
2156,0,0,70.52
2157,1,0,22.27
2158,1,0,77.31
2159,1,1,18.65
2160,0,1,41.22
2161,1,0,16.0
2162,1,0,55.0
2163,1,0,50.3
2164,0,0,48.16
2165,0,0,65.87
2166,0,0,59.88
2167,0,0,50.16
2168,0,1,17.16
2169,1,0,72.0
2170,1,0,66.05
2171,1,0,39.19
2172,1,1,41.16
2173,0,1,34.61
2174,1,1,41.45
2175,1,1,23.3
2176,1,0,61.5
2177,1,1,54.03
2178,1,1,41.45
2179,0,0,50.08
2180,1,0,58.8
2181,1,0,46.52
2182,0,0,52.61
2183,1,1,34.51
2184,0,0,34.44
2185,0,0,44.31
2186,0,1,41.06
2187,0,1,40.41
2188,0,0,75.25
2189,0,1,33.52
2190,1,0,46.22
2191,0,1,42.91
2192,1,0,51.82
2193,1,0,82.64
2194,0,1,28.93
2195,1,1,35.27
2196,0,0,46.09
2197,0,0,54.59
2198,0,0,66.98
2199,0,0,42.41
2200,1,0,36.76
2201,1,0,19.77
2202,0,0,62.61
2203,0,0,58.12
2204,0,0,54.95
2205,1,1,36.64
2206,1,0,39.72
2207,0,1,20.53
2208,1,0,67.69
2209,0,1,17.58
2210,0,0,59.07
2211,0,0,57.74
2212,0,0,52.99
2213,0,0,55.33
2214,0,0,35.68
2215,1,0,51.32
2216,1,0,59.63
2217,1,0,41.61
2218,0,0,54.99
2219,1,0,46.57
2220,1,1,48.6
2221,0,0,85.67
2222,0,1,34.76
2223,0,0,53.47
2224,0,0,54.29
2225,0,0,51.55
2226,0,1,30.52
2227,1,1,43.89
2228,1,0,55.51
2229,0,1,32.04
2230,0,0,56.69
2231,0,0,64.27
2232,0,0,52.27
2233,0,0,58.11
2234,0,1,45.47
2235,1,1,27.0
2236,1,0,52.03
2237,1,0,48.68
2238,1,1,38.91
2239,1,0,68.02
2240,1,0,59.82
2241,0,1,15.08
2242,0,0,48.97
2243,0,0,48.0
2244,0,1,36.36
2245,1,0,52.75
2246,1,0,59.57
2247,1,0,59.49
2248,1,0,75.34
2249,0,0,75.09
2250,0,0,30.32
2251,0,1,16.25
2252,1,1,33.34
2253,1,1,63.79
2254,0,0,37.9
2255,0,0,39.14
2256,1,1,47.9
2257,1,0,41.37
2258,1,1,25.79
2259,0,0,68.02
2260,0,0,57.01
2261,1,1,39.25
2262,0,0,54.61
2263,0,0,60.0
2264,0,0,81.15
2265,1,0,37.23
2266,1,0,26.66
2267,0,1,34.62
2268,0,0,62.59
2269,1,1,28.41
2270,1,0,37.44
2271,1,0,50.7
2272,1,0,65.55
2273,1,1,10.17
2274,0,1,34.3
2275,0,1,20.82
2276,1,1,29.42
2277,0,1,21.8
2278,0,0,50.18
2279,0,0,53.67
2280,0,1,55.12
2281,0,1,46.48
2282,0,0,38.97
2283,1,0,68.14
2284,0,0,69.36
2285,0,0,53.81
2286,1,1,15.63
2287,0,0,17.06
2288,0,0,33.76
2289,0,0,49.93
2290,0,0,43.59
2291,0,1,3.76
2292,1,1,40.28
2293,1,0,52.4
2294,1,1,32.34
2295,0,0,46.81
2296,1,0,61.04
2297,1,1,43.84
2298,0,1,33.81
2299,0,0,51.29
2300,1,1,28.35
2301,1,0,39.89
2302,1,0,43.62
2303,1,0,73.36
2304,1,0,33.98
2305,1,1,28.69
2306,0,1,28.58
2307,1,0,37.68
2308,0,0,37.09
2309,0,0,41.55
2310,1,0,65.52
2311,1,1,28.39
2312,0,0,52.46
2313,1,1,31.9
2314,1,1,42.06
2315,1,1,35.56
2316,1,1,29.25
2317,0,1,45.36
2318,0,0,57.32
2319,1,1,47.27
2320,0,0,45.35
2321,0,1,30.87
2322,0,0,63.4
2323,1,0,50.88
2324,0,0,62.55
2325,1,0,64.53
2326,0,0,66.37
2327,0,0,52.35
2328,0,0,57.03
2329,0,0,55.09
2330,1,0,39.79
2331,0,0,50.57
2332,0,1,75.69
2333,1,1,44.89
2334,0,1,29.6
2335,0,0,42.86
2336,1,1,35.85
2337,1,0,47.58
2338,0,1,47.8
2339,0,0,65.04
2340,0,1,32.54
2341,1,1,51.17
2342,1,1,38.63
2343,0,1,35.44
2344,1,1,27.79
2345,1,1,14.86
2346,0,1,21.58
2347,1,1,32.08
2348,0,0,73.33
2349,1,1,35.07
2350,0,0,43.93
2351,0,0,37.35
2352,1,1,43.31
2353,1,0,74.7
2354,1,0,54.77
2355,0,0,58.06
2356,1,1,24.7
2357,0,0,51.84
2358,1,1,59.53
2359,1,0,39.6
2360,0,0,68.61
2361,0,1,41.56
2362,1,0,37.54
2363,1,1,35.55
2364,0,0,50.02
2365,1,1,38.2
2366,0,0,62.37
2367,1,0,65.25
2368,1,0,49.06
2369,0,0,57.72
2370,1,0,58.3
2371,0,0,37.25
2372,0,0,43.1
2373,0,0,53.37
2374,0,1,6.16
2375,1,0,49.61
2376,1,0,55.97
2377,0,0,47.02
2378,0,0,45.76
2379,0,0,38.76
2380,0,0,52.94
2381,1,1,35.93
2382,1,0,68.45
2383,1,0,41.58
2384,1,1,26.04
2385,1,1,14.89
2386,0,1,45.87
2387,0,0,59.34
2388,1,1,31.66
2389,1,0,57.16
2390,0,0,43.63
2391,0,1,27.22
2392,0,1,41.19
2393,0,1,17.83
2394,1,1,56.04
2395,0,0,60.17
2396,1,0,49.51
2397,1,0,68.32
2398,0,0,44.08
2399,0,0,51.95
2400,0,1,24.15
2401,0,0,38.94
2402,0,0,52.49
2403,0,0,66.28
2404,0,0,34.63
2405,1,1,20.23
2406,0,0,52.13
2407,1,0,64.87
2408,0,0,42.25
2409,1,0,56.16
2410,0,0,64.74
2411,0,0,55.66
2412,1,0,56.59
2413,1,1,47.14
2414,1,0,70.11
2415,1,1,44.83
2416,1,1,8.9
2417,0,0,52.79
2418,1,0,65.03
2419,0,1,39.1
2420,0,1,36.75
2421,1,0,82.22
2422,0,1,41.34
2423,1,0,72.06
2424,0,0,37.5
2425,1,1,25.01
2426,0,1,20.91
2427,0,1,43.42
2428,1,0,37.64
2429,0,1,14.95
2430,0,0,80.93
2431,0,0,66.46
2432,0,0,49.61
2433,1,1,42.08
2434,1,0,43.07
2435,1,0,62.24
2436,0,0,62.6
2437,1,0,78.62
2438,1,1,58.13
2439,0,0,54.44
2440,0,1,38.8
2441,1,1,29.72
2442,0,0,39.68
2443,0,0,58.76
2444,1,0,52.25
2445,1,0,58.51
2446,1,1,3.07
2447,1,0,51.41
2448,1,1,35.27
2449,1,1,31.88
2450,0,0,42.08
2451,1,0,34.16
2452,0,1,30.17
2453,1,0,67.01
2454,0,0,61.69
2455,0,0,54.76
2456,0,1,21.86
2457,0,1,37.69
2458,0,1,50.73
2459,1,1,11.18
2460,0,0,67.87
2461,0,0,67.32
2462,0,0,63.39
2463,0,0,48.33
2464,0,0,67.63
2465,1,0,47.2
2466,0,0,43.3
2467,1,0,54.09
2468,1,0,70.64
2469,1,0,45.88
2470,0,0,52.47
2471,1,1,46.52
2472,1,0,64.54
2473,0,0,59.7
2474,1,1,60.17
2475,1,0,61.59
2476,0,0,33.19
2477,1,1,25.98
2478,0,0,44.49
2479,1,1,26.42
2480,0,0,58.81
2481,1,0,45.07
2482,1,1,36.56
2483,0,0,56.11
2484,0,0,58.86
2485,0,0,53.97
2486,1,0,58.41
2487,1,0,54.84
2488,0,1,30.44
2489,1,1,41.51
2490,1,1,38.71
2491,0,1,38.2
2492,0,0,69.32
2493,1,0,59.13
2494,1,1,48.84
2495,0,0,67.15
2496,1,0,57.01
2497,0,1,46.93
2498,0,0,54.78
2499,0,0,62.16
2500,0,0,36.82
2501,0,0,53.09
2502,1,0,40.61
2503,0,1,32.49
2504,0,0,35.73
2505,0,0,60.19
2506,0,1,57.03
2507,0,1,36.4
2508,1,0,53.47
2509,1,1,48.54
2510,1,0,44.89
2511,1,0,55.29
2512,0,1,54.43
2513,0,1,11.71
2514,0,0,35.46
2515,0,0,44.22
2516,0,0,53.16
2517,1,1,44.9
2518,1,1,38.04
2519,1,1,27.05
2520,1,0,49.12
2521,0,0,39.62
2522,0,1,31.74
2523,1,0,68.11
2524,1,1,46.8
2525,0,0,70.84
2526,0,0,71.46
2527,1,1,42.97
2528,0,1,31.61
2529,1,0,45.07
2530,0,0,45.06
2531,0,0,49.36
2532,1,1,27.58
2533,1,0,50.35
2534,0,1,19.79
2535,0,1,29.62
2536,0,1,39.79
2537,0,1,35.66
2538,0,1,38.96
2539,1,0,72.94
2540,1,1,27.74
2541,0,0,64.42
2542,0,0,52.92
2543,1,0,48.98
2544,1,0,62.09
2545,1,1,36.86
2546,0,0,57.51
2547,1,1,35.55
2548,0,0,51.81
2549,1,0,39.69
2550,0,1,23.57
2551,1,0,46.92
2552,0,0,68.58
2553,0,0,65.48
2554,0,1,34.33
2555,0,0,55.11
2556,1,1,38.32
2557,1,1,33.71
2558,1,0,51.63
2559,1,0,40.91
2560,1,0,78.39
2561,1,0,55.77
2562,0,0,39.87
2563,0,1,31.59
2564,0,0,63.7
2565,1,1,33.79
2566,0,0,39.61
2567,0,0,51.28
2568,1,0,57.27
2569,0,0,49.25
2570,1,0,48.35
2571,1,1,43.58
2572,1,0,39.54
2573,1,0,59.38
2574,1,1,31.45
2575,0,1,41.07
2576,0,1,32.6
2577,1,0,24.32
2578,1,1,45.79
2579,1,0,35.35
2580,0,1,36.59
2581,0,1,30.78
2582,0,0,50.44
2583,0,0,57.34
2584,0,0,57.33
2585,1,0,40.81
2586,0,0,44.35
2587,0,0,42.62
2588,0,1,47.34
2589,1,0,51.74
2590,1,0,51.37
2591,0,0,47.26
2592,0,1,45.64
2593,0,0,37.21
2594,0,0,33.39
2595,1,1,49.24
2596,0,0,52.97
2597,1,0,71.26
2598,1,1,21.63
2599,1,1,50.07
2600,0,0,52.76
2601,0,1,8.6
2602,0,0,74.97
2603,0,0,47.02
2604,1,0,63.89
2605,1,0,45.44
2606,1,0,61.66
2607,0,1,51.86
2608,1,0,62.97
2609,1,1,30.41
2610,1,1,53.03
2611,1,1,35.54
2612,0,0,43.35
2613,0,0,48.37
2614,0,0,36.92
2615,1,0,35.48
2616,1,0,64.12
2617,1,0,54.27
2618,1,1,47.48
2619,0,0,67.58
2620,0,0,48.86
2621,1,0,49.85
2622,1,0,43.48
2623,0,1,28.25
2624,0,0,44.36
2625,0,1,13.35
2626,0,0,81.34
2627,0,1,44.08
2628,1,0,76.32
2629,0,0,56.45
