store_id,month,cohort_month,orders
70,5,13,772
70,6,13,829
70,7,13,771
70,8,13,837
70,9,13,767
70,10,13,795
70,11,13,807
70,12,13,798
70,13,13,982
70,14,13,893
70,15,13,998
70,16,13,972
70,17,13,920
70,18,13,977
70,19,13,971
70,20,13,989
70,21,13,983
70,22,13,944
70,23,13,998
70,24,13,1003
71,1,13,784
71,2,13,761
71,3,13,752
71,4,13,800
71,5,13,715
71,6,13,814
71,7,13,763
71,8,13,814
71,9,13,831
71,10,13,786
71,11,13,781
71,12,13,789
71,13,13,995
71,14,13,962
71,15,13,954
71,16,13,941
71,17,13,925
71,18,13,968
71,19,13,942
71,20,13,945
71,21,13,964
71,22,13,978
71,23,13,950
71,24,13,965
72,1,13,876
72,2,13,885
72,3,13,837
72,4,13,859
72,5,13,807
72,6,13,823
72,7,13,853
72,8,13,873
72,9,13,830
72,10,13,860
72,11,13,812
72,12,13,919
72,13,13,1025
72,14,13,980
72,15,13,1028
72,16,13,985
72,17,13,1041
72,18,13,1025
72,19,13,1071
72,20,13,980
72,21,13,987
72,22,13,1012
72,23,13,1042
72,24,13,1012
73,1,13,785
73,2,13,760
73,3,13,735
73,4,13,828
73,5,13,814
73,6,13,810
73,7,13,799
73,8,13,750
73,9,13,800
73,10,13,786
73,11,13,805
73,12,13,749
73,13,13,992
73,14,13,958
73,15,13,925
73,16,13,906
73,17,13,923
73,18,13,972
73,19,13,982
73,20,13,929
73,21,13,984
73,22,13,936
73,23,13,999
73,24,13,939
74,1,13,799
74,2,13,718
74,3,13,857
74,4,13,820
74,5,13,770
74,6,13,772
74,7,13,798
74,8,13,844
74,9,13,743
74,10,13,761
74,11,13,761
74,12,13,849
74,13,13,978
74,14,13,962
74,15,13,930
74,16,13,930
74,17,13,929
74,18,13,909
74,19,13,886
74,20,13,1005
74,21,13,964
74,22,13,965
74,23,13,933
74,24,13,902
75,1,13,826
75,2,13,763
75,3,13,783
75,4,13,777
75,5,13,745
75,6,13,795
75,7,13,779
75,8,13,765
75,9,13,799
75,10,13,774
75,11,13,804
75,12,13,889
75,13,13,905
75,14,13,954
75,15,13,909
75,16,13,921
75,17,13,937
75,18,13,963
75,19,13,965
75,20,13,935
75,21,13,968
75,22,13,971
75,23,13,924
75,24,13,924
76,1,13,799
76,2,13,800
76,3,13,768
76,4,13,849
76,5,13,824
76,6,13,889
76,7,13,769
76,8,13,808
76,9,13,786
76,10,13,869
76,11,13,774
76,12,13,765
76,13,13,970
76,14,13,909
76,15,13,917
76,16,13,1002
76,17,13,955
76,18,13,872
76,19,13,929
76,20,13,912
76,21,13,974
76,22,13,978
76,23,13,913
76,24,13,978
77,1,13,769
77,2,13,790
77,3,13,808
77,4,13,770
77,5,13,750
77,6,13,764
77,7,13,789
77,8,13,765
77,9,13,744
77,10,13,773
77,11,13,798
77,12,13,769
77,13,13,963
77,14,13,917
77,15,13,925
77,16,13,970
77,17,13,934
77,18,13,983
77,19,13,971
77,20,13,898
77,21,13,927
77,22,13,962
77,23,13,931
77,24,13,909
78,1,13,770
78,2,13,775
78,3,13,774
78,4,13,775
78,5,13,791
78,6,13,861
78,7,13,804
78,8,13,752
78,9,13,823
78,10,13,842
78,11,13,768
78,12,13,831
78,13,13,961
78,14,13,936
78,15,13,983
78,16,13,967
78,17,13,1015
78,18,13,957
78,19,13,948
78,20,13,943
78,21,13,1014
78,22,13,922
78,23,13,967
78,24,13,1006
79,1,13,838
79,2,13,738
79,3,13,727
79,4,13,791
79,5,13,709
79,6,13,774
79,7,13,750
79,8,13,768
79,9,13,766
79,10,13,691
79,11,13,754
79,12,13,777
79,13,13,893
79,14,13,868
79,15,13,923
79,16,13,883
79,17,13,916
79,18,13,892
79,19,13,914
79,20,13,875
79,21,13,902
79,22,13,932
79,23,13,839
79,24,13,930
80,1,13,875
80,2,13,827
80,3,13,882
80,4,13,858
80,5,13,857
80,6,13,838
80,7,13,891
80,8,13,830
80,9,13,800
80,10,13,835
80,11,13,821
80,12,13,819
80,13,13,997
80,14,13,979
80,15,13,1023
80,16,13,1004
80,17,13,996
80,18,13,989
80,19,13,984
80,20,13,949
80,21,13,909
80,22,13,978
80,23,13,959
80,24,13,973
81,1,13,804
81,2,13,809
81,3,13,803
81,4,13,831
81,5,13,849
81,6,13,844
81,7,13,835
81,8,13,830
81,9,13,787
81,10,13,789
81,11,13,857
81,12,13,858
81,13,13,949
81,14,13,969
81,15,13,946
81,16,13,984
81,17,13,987
81,18,13,944
81,19,13,1002
81,20,13,936
81,21,13,958
81,22,13,969
81,23,13,992
81,24,13,986
82,1,13,774
82,2,13,718
82,3,13,781
82,4,13,814
82,5,13,792
82,6,13,762
82,7,13,770
82,8,13,769
82,9,13,746
82,10,13,767
82,11,13,745
82,12,13,769
82,13,13,905
82,14,13,920
82,15,13,921
82,16,13,919
82,17,13,962
82,18,13,948
82,19,13,872
82,20,13,932
82,21,13,866
82,22,13,906
82,23,13,945
82,24,13,922
83,1,13,861
83,2,13,853
83,3,13,902
83,4,13,818
83,5,13,811
83,6,13,875
83,7,13,849
83,8,13,853
83,9,13,848
83,10,13,889
83,11,13,833
83,12,13,839
83,13,13,1034
83,14,13,1011
83,15,13,976
83,16,13,977
83,17,13,1004
83,18,13,1008
83,19,13,943
83,20,13,984
83,21,13,1067
83,22,13,963
83,23,13,1014
83,24,13,987
84,1,13,850
84,2,13,757
84,3,13,771
84,4,13,817
84,5,13,744
84,6,13,807
84,7,13,847
84,8,13,779
84,9,13,745
84,10,13,763
84,11,13,747
84,12,13,801
84,13,13,962
84,14,13,895
84,15,13,922
84,16,13,890
84,17,13,962
84,18,13,1007
84,19,13,937
84,20,13,947
84,21,13,940
84,22,13,940
84,23,13,914
84,24,13,960
85,1,13,845
85,2,13,892
85,3,13,826
85,4,13,812
85,5,13,779
85,6,13,822
85,7,13,799
85,8,13,808
85,9,13,752
85,10,13,764
85,11,13,831
85,12,13,877
85,13,13,949
85,14,13,961
85,15,13,967
85,16,13,985
85,17,13,1006
85,18,13,894
85,19,13,1008
85,20,13,926
85,21,13,986
85,22,13,996
85,23,13,962
85,24,13,959
86,1,13,792
86,2,13,781
86,3,13,832
86,4,13,816
86,5,13,792
86,6,13,818
86,7,13,846
86,8,13,785
86,9,13,735
86,10,13,817
86,11,13,757
86,12,13,826
86,13,13,1006
86,14,13,943
86,15,13,983
86,16,13,973
86,17,13,964
86,18,13,958
86,19,13,959
86,20,13,958
86,21,13,977
86,22,13,983
86,23,13,984
86,24,13,970
87,1,13,764
87,2,13,757
87,3,13,757
87,4,13,783
87,5,13,771
87,6,13,810
87,7,13,811
87,8,13,794
87,9,13,795
87,10,13,784
87,11,13,795
87,12,13,795
87,13,13,1009
87,14,13,947
87,15,13,930
87,16,13,979
87,17,13,996
87,18,13,987
87,19,13,937
87,20,13,937
87,21,13,983
87,22,13,972
87,23,13,1006
87,24,13,965
88,1,13,849
88,2,13,791
88,3,13,866
88,4,13,811
88,5,13,797
88,6,13,791
88,7,13,873
88,8,13,824
88,9,13,826
88,10,13,894
88,11,13,793
88,12,13,899
88,13,13,1003
88,14,13,1027
88,15,13,1038
88,16,13,1012
88,17,13,979
88,18,13,953
88,19,13,1045
88,20,13,988
88,21,13,1008
88,22,13,977
88,23,13,1025
88,24,13,987
89,1,13,873
89,2,13,861
89,3,13,902
89,4,13,890
89,5,13,834
89,6,13,880
89,7,13,859
89,8,13,828
89,9,13,839
89,10,13,863
89,11,13,833
89,12,13,870
89,13,13,993
89,14,13,1033
89,15,13,1004
89,16,13,982
89,17,13,979
89,18,13,984
89,19,13,973
89,20,13,1054
89,21,13,993
89,22,13,967
89,23,13,1005
89,24,13,1009
90,1,13,824
90,2,13,778
90,3,13,842
90,4,13,807
90,5,13,813
90,6,13,828
90,7,13,809
90,8,13,767
90,9,13,804
90,10,13,807
90,11,13,734
90,12,13,773
90,13,13,939
90,14,13,862
90,15,13,944
90,16,13,911
90,17,13,944
90,18,13,952
90,19,13,948
90,20,13,972
90,21,13,977
90,22,13,913
90,23,13,958
90,24,13,958
91,1,13,789
91,2,13,796
91,3,13,772
91,4,13,810
91,5,13,769
91,6,13,797
91,7,13,801
91,8,13,784
91,9,13,777
91,10,13,794
91,11,13,742
91,12,13,807
91,13,13,904
91,14,13,949
91,15,13,925
91,16,13,970
91,17,13,960
91,18,13,1003
91,19,13,956
91,20,13,895
91,21,13,966
91,22,13,985
91,23,13,963
91,24,13,935
92,1,13,801
92,2,13,786
92,3,13,775
92,4,13,811
92,5,13,764
92,6,13,813
92,7,13,783
92,8,13,756
92,9,13,777
92,10,13,802
92,11,13,806
92,12,13,837
92,13,13,947
92,14,13,905
92,15,13,915
92,16,13,928
92,17,13,873
92,18,13,982
92,19,13,954
92,20,13,959
92,21,13,892
92,22,13,920
92,23,13,966
92,24,13,899
93,1,13,779
93,2,13,782
93,3,13,787
93,4,13,821
93,5,13,771
93,6,13,765
93,7,13,796
93,8,13,858
93,9,13,771
93,10,13,820
93,11,13,786
93,12,13,833
93,13,13,907
93,14,13,894
93,15,13,971
93,16,13,985
93,17,13,928
93,18,13,929
93,19,13,1015
93,20,13,963
93,21,13,982
93,22,13,957
93,23,13,935
93,24,13,997
94,1,13,744
94,2,13,816
94,3,13,796
94,4,13,810
94,5,13,767
94,6,13,852
94,7,13,783
94,8,13,761
94,9,13,810
94,10,13,822
94,11,13,828
94,12,13,783
94,13,13,954
94,14,13,987
94,15,13,1023
94,16,13,1033
94,17,13,943
94,18,13,965
94,19,13,970
94,20,13,943
94,21,13,944
94,22,13,983
94,23,13,919
94,24,13,1031
95,1,13,819
95,2,13,784
95,3,13,787
95,4,13,811
95,5,13,767
95,6,13,769
95,7,13,769
95,8,13,786
95,9,13,822
95,10,13,812
95,11,13,796
95,12,13,829
95,13,13,943
95,14,13,881
95,15,13,937
95,16,13,959
95,17,13,909
95,18,13,917
95,19,13,1003
95,20,13,900
95,21,13,986
95,22,13,936
95,23,13,943
95,24,13,986
96,1,13,806
96,2,13,836
96,3,13,838
96,4,13,826
96,5,13,785
96,6,13,900
96,7,13,839
96,8,13,832
96,9,13,767
96,10,13,832
96,11,13,778
96,12,13,861
96,13,13,935
96,14,13,955
96,15,13,949
96,16,13,977
96,17,13,1024
96,18,13,986
96,19,13,946
96,20,13,981
96,21,13,941
96,22,13,962
96,23,13,992
96,24,13,1001
97,1,13,773
97,2,13,831
97,3,13,804
97,4,13,831
97,5,13,841
97,6,13,787
97,7,13,789
97,8,13,793
97,9,13,796
97,10,13,757
97,11,13,786
97,12,13,760
97,13,13,947
97,14,13,924
97,15,13,968
97,16,13,967
97,17,13,944
97,18,13,960
97,19,13,892
97,20,13,962
97,21,13,942
97,22,13,963
97,23,13,965
97,24,13,1018
98,1,13,745
98,2,13,797
98,3,13,749
98,4,13,750
98,5,13,731
98,6,13,854
98,7,13,809
98,8,13,763
98,9,13,755
98,10,13,771
98,11,13,770
98,12,13,797
98,13,13,906
98,14,13,903
98,15,13,957
98,16,13,954
98,17,13,908
98,18,13,876
98,19,13,967
98,20,13,913
98,21,13,954
98,22,13,876
98,23,13,917
98,24,13,978
99,1,13,777
99,2,13,836
99,3,13,876
99,4,13,818
99,5,13,815
99,6,13,780
99,7,13,797
99,8,13,759
99,9,13,726
99,10,13,845
99,11,13,753
99,12,13,716
99,13,13,913
99,14,13,957
99,15,13,958
99,16,13,1022
99,17,13,940
99,18,13,915
99,19,13,932
99,20,13,930
99,21,13,906
99,22,13,983
99,23,13,1013
99,24,13,953
100,1,13,805
100,2,13,856
100,3,13,768
100,4,13,782
100,5,13,786
100,6,13,799
100,7,13,791
100,8,13,709
100,9,13,778
100,10,13,838
100,11,13,767
100,12,13,808
100,13,13,972
100,14,13,959
100,15,13,952
100,16,13,978
100,17,13,976
100,18,13,950
100,19,13,942
100,20,13,938
100,21,13,963
100,22,13,941
100,23,13,933
100,24,13,971
101,1,19,727
101,2,19,819
101,3,19,834
101,4,19,835
101,5,19,804
101,6,19,769
101,7,19,880
101,8,19,833
101,9,19,733
101,10,19,821
101,11,19,787
101,12,19,852
101,13,19,829
101,14,19,810
101,15,19,828
101,16,19,847
101,17,19,798
101,18,19,874
101,19,19,873
101,20,19,925
101,21,19,896
101,22,19,918
101,23,19,923
101,24,19,900
102,1,19,792
102,2,19,756
102,3,19,786
102,4,19,763
102,5,19,752
102,6,19,832
102,7,19,805
102,8,19,759
102,9,19,791
102,10,19,825
102,11,19,730
102,12,19,780
102,13,19,752
102,14,19,797
102,15,19,783
102,16,19,771
102,17,19,772
102,18,19,781
102,19,19,874
102,20,19,884
102,21,19,870
102,22,19,869
102,23,19,901
102,24,19,884
103,1,19,781
103,2,19,792
103,3,19,776
103,4,19,792
103,5,19,834
103,6,19,741
103,7,19,716
103,8,19,751
103,9,19,817
103,10,19,748
103,11,19,793
103,12,19,758
103,13,19,784
103,14,19,730
103,15,19,830
103,16,19,786
103,17,19,812
103,18,19,764
103,19,19,893
103,20,19,867
103,21,19,906
103,22,19,906
103,23,19,915
103,24,19,877
104,1,19,869
104,2,19,849
104,3,19,814
104,4,19,859
104,5,19,823
104,6,19,815
104,7,19,769
104,8,19,798
104,9,19,846
104,10,19,859
104,11,19,845
104,12,19,757
104,13,19,846
104,14,19,789
104,15,19,807
104,16,19,854
104,17,19,816
104,18,19,845
104,19,19,897
104,20,19,934
104,21,19,947
104,22,19,860
104,23,19,958
104,24,19,960
105,1,19,785
105,2,19,772
105,3,19,763
105,4,19,823
105,5,19,753
105,6,19,810
105,7,19,819
105,8,19,777
105,9,19,794
105,10,19,762
105,11,19,761
105,12,19,774
105,13,19,792
105,14,19,797
105,15,19,795
105,16,19,790
105,17,19,753
105,18,19,792
105,19,19,898
105,20,19,954
105,21,19,881
105,22,19,910
105,23,19,875
105,24,19,890
106,1,19,767
106,2,19,797
106,3,19,861
106,4,19,805
106,5,19,776
106,6,19,814
106,7,19,792
106,8,19,848
106,9,19,766
106,10,19,816
106,11,19,786
106,12,19,818
106,13,19,786
106,14,19,836
106,15,19,835
106,16,19,774
106,17,19,758
106,18,19,821
106,19,19,899
106,20,19,943
106,21,19,909
106,22,19,878
106,23,19,879
106,24,19,971
107,1,19,798
107,2,19,817
107,3,19,819
107,4,19,867
107,5,19,800
107,6,19,791
107,7,19,818
107,8,19,788
107,9,19,809
107,10,19,861
107,11,19,800
107,12,19,800
107,13,19,836
107,14,19,856
107,15,19,908
107,16,19,865
107,17,19,808
107,18,19,807
107,19,19,905
107,20,19,905
107,21,19,971
107,22,19,877
107,23,19,900
107,24,19,966
108,1,19,838
108,2,19,804
108,3,19,827
108,4,19,858
108,5,19,757
108,6,19,772
108,7,19,782
108,8,19,803
108,9,19,828
108,10,19,813
108,11,19,800
108,12,19,813
108,13,19,792
108,14,19,855
108,15,19,845
108,16,19,826
108,17,19,824
108,18,19,833
108,19,19,941
108,20,19,947
108,21,19,943
108,22,19,903
108,23,19,939
108,24,19,936
109,1,19,767
109,2,19,720
109,3,19,762
109,4,19,798
109,5,19,806
109,6,19,768
109,7,19,773
109,8,19,759
109,9,19,773
109,10,19,800
109,11,19,836
109,12,19,762
109,13,19,786
109,14,19,748
109,15,19,798
109,16,19,754
109,17,19,776
109,18,19,824
109,19,19,867
109,20,19,886
109,21,19,892
109,22,19,860
109,23,19,870
109,24,19,862
110,1,19,782
110,2,19,761
110,3,19,822
110,4,19,802
110,5,19,817
110,6,19,858
110,7,19,783
110,8,19,810
110,9,19,832
110,10,19,820
110,11,19,812
110,12,19,847
110,13,19,768
110,14,19,802
110,15,19,815
110,16,19,861
110,17,19,806
110,18,19,818
110,19,19,935
110,20,19,902
110,21,19,943
110,22,19,873
110,23,19,899
110,24,19,905
111,1,19,783
111,2,19,798
111,3,19,831
111,4,19,771
111,5,19,723
111,6,19,797
111,7,19,806
111,8,19,704
111,9,19,784
111,10,19,805
111,11,19,818
111,12,19,823
111,13,19,758
111,14,19,791
111,15,19,760
111,16,19,776
111,17,19,829
111,18,19,813
111,19,19,867
111,20,19,865
111,21,19,892
111,22,19,920
111,23,19,928
111,24,19,914
112,1,19,783
112,2,19,813
112,3,19,808
112,4,19,776
112,5,19,749
112,6,19,761
112,7,19,790
112,8,19,826
112,9,19,749
112,10,19,774
112,11,19,758
112,12,19,758
112,13,19,822
112,14,19,756
112,15,19,804
112,16,19,822
112,17,19,801
112,18,19,805
112,19,19,900
112,20,19,850
112,21,19,885
112,22,19,919
112,23,19,893
112,24,19,825
113,1,19,739
113,2,19,761
113,3,19,801
113,4,19,790
113,5,19,774
113,6,19,757
113,7,19,756
113,8,19,769
113,9,19,674
113,10,19,763
113,11,19,749
113,12,19,800
113,13,19,790
113,14,19,789
113,15,19,766
113,16,19,808
113,17,19,865
113,18,19,751
113,19,19,836
113,20,19,855
113,21,19,849
113,22,19,927
113,23,19,873
113,24,19,888
114,1,19,795
114,2,19,751
114,3,19,803
114,4,19,752
114,5,19,759
114,6,19,790
114,7,19,817
114,8,19,792
114,9,19,749
114,10,19,754
114,11,19,748
114,12,19,799
114,13,19,840
114,14,19,761
114,15,19,837
114,16,19,789
114,17,19,740
114,18,19,817
114,19,19,895
114,20,19,868
114,21,19,875
114,22,19,868
114,23,19,865
114,24,19,933
115,1,19,751
115,2,19,789
115,3,19,774
115,4,19,808
115,5,19,701
115,6,19,708
115,7,19,754
115,8,19,767
115,9,19,774
115,10,19,694
115,11,19,758
115,12,19,851
115,13,19,763
115,14,19,725
115,15,19,736
115,16,19,755
115,17,19,758
115,18,19,757
115,19,19,862
115,20,19,895
115,21,19,833
115,22,19,854
115,23,19,829
115,24,19,871
116,1,19,767
116,2,19,763
116,3,19,802
116,4,19,781
116,5,19,733
116,6,19,823
116,7,19,793
116,8,19,777
116,9,19,777
116,10,19,763
116,11,19,745
116,12,19,794
116,13,19,752
116,14,19,745
116,15,19,744
116,16,19,818
116,17,19,710
116,18,19,676
116,19,19,877
116,20,19,826
116,21,19,811
116,22,19,852
116,23,19,884
116,24,19,888
117,1,19,807
117,2,19,809
117,3,19,824
117,4,19,869
117,5,19,815
117,6,19,772
117,7,19,815
117,8,19,826
117,9,19,793
117,10,19,818
117,11,19,811
117,12,19,832
117,13,19,847
117,14,19,758
117,15,19,862
117,16,19,841
117,17,19,749
117,18,19,779
117,19,19,910
117,20,19,951
117,21,19,919
117,22,19,863
117,23,19,860
117,24,19,909
118,1,19,805
118,2,19,770
118,3,19,827
118,4,19,809
118,5,19,818
118,6,19,864
118,7,19,816
118,8,19,856
118,9,19,824
118,10,19,801
118,11,19,796
118,12,19,830
118,13,19,837
118,14,19,817
118,15,19,762
118,16,19,846
118,17,19,783
118,18,19,753
118,19,19,910
118,20,19,930
118,21,19,864
118,22,19,918
118,23,19,917
118,24,19,872
119,1,19,753
119,2,19,762
119,3,19,757
119,4,19,788
119,5,19,781
119,6,19,784
119,7,19,705
119,8,19,750
119,9,19,755
119,10,19,773
119,11,19,790
119,12,19,785
119,13,19,770
119,14,19,788
119,15,19,798
119,16,19,813
119,17,19,733
119,18,19,771
119,19,19,869
119,20,19,878
119,21,19,837
119,22,19,801
119,23,19,871
119,24,19,919
120,1,19,832
120,2,19,794
120,3,19,824
120,4,19,846
120,5,19,849
120,6,19,858
120,7,19,789
120,8,19,835
120,9,19,823
120,10,19,859
120,11,19,845
120,12,19,838
120,13,19,756
120,14,19,865
120,15,19,783
120,16,19,806
120,17,19,818
120,18,19,776
120,19,19,884
120,20,19,879
120,21,19,935
120,22,19,960
120,23,19,939
120,24,19,942
121,1,19,739
121,2,19,832
121,3,19,775
121,4,19,829
121,5,19,752
121,6,19,797
121,7,19,753
121,8,19,719
121,9,19,769
121,10,19,744
121,11,19,771
121,12,19,781
121,13,19,716
121,14,19,739
121,15,19,744
121,16,19,721
121,17,19,763
121,18,19,775
121,19,19,832
121,20,19,868
121,21,19,880
121,22,19,830
121,23,19,897
121,24,19,887
122,1,19,834
122,2,19,802
122,3,19,807
122,4,19,833
122,5,19,760
122,6,19,841
122,7,19,794
122,8,19,812
122,9,19,779
122,10,19,827
122,11,19,777
122,12,19,819
122,13,19,770
122,14,19,868
122,15,19,857
122,16,19,837
122,17,19,761
122,18,19,852
122,19,19,929
122,20,19,878
122,21,19,902
122,22,19,902
122,23,19,920
122,24,19,930
123,1,19,838
123,2,19,838
123,3,19,826
123,4,19,890
123,5,19,817
123,6,19,768
123,7,19,853
123,8,19,851
123,9,19,802
123,10,19,820
123,11,19,783
123,12,19,806
123,13,19,860
123,14,19,792
123,15,19,814
123,16,19,843
123,17,19,830
123,18,19,809
123,19,19,912
123,20,19,885
123,21,19,869
123,22,19,915
123,23,19,921
123,24,19,909
124,1,19,780
124,2,19,748
124,3,19,746
124,4,19,819
124,5,19,772
124,6,19,799
124,7,19,754
124,8,19,789
124,9,19,801
124,10,19,785
124,11,19,754
124,12,19,779
124,13,19,796
124,14,19,759
124,15,19,752
124,16,19,763
124,17,19,782
124,18,19,751
124,19,19,821
124,20,19,850
124,21,19,912
124,22,19,860
124,23,19,921
124,24,19,897
125,1,19,849
125,2,19,763
125,3,19,793
125,4,19,817
125,5,19,746
125,6,19,826
125,7,19,814
125,8,19,778
125,9,19,799
125,10,19,839
125,11,19,832
125,12,19,857
125,13,19,845
125,14,19,822
125,15,19,755
125,16,19,825
125,17,19,791
125,18,19,874
125,19,19,963
125,20,19,946
125,21,19,981
125,22,19,943
125,23,19,953
125,24,19,974
126,1,19,801
126,2,19,805
126,3,19,859
126,4,19,817
126,5,19,799
126,6,19,773
126,7,19,780
126,8,19,815
126,9,19,814
126,10,19,807
126,11,19,862
126,12,19,816
126,13,19,803
126,14,19,812
126,15,19,870
126,16,19,894
126,17,19,750
126,18,19,842
126,19,19,894
126,20,19,888
126,21,19,909
126,22,19,886
126,23,19,923
126,24,19,956
127,1,19,739
127,2,19,816
127,3,19,765
127,4,19,792
127,5,19,717
127,6,19,773
127,7,19,803
127,8,19,715
127,9,19,734
127,10,19,807
127,11,19,724
127,12,19,738
127,13,19,768
127,14,19,731
127,15,19,788
127,16,19,764
127,17,19,734
127,18,19,816
127,19,19,912
127,20,19,786
127,21,19,861
127,22,19,866
127,23,19,873
127,24,19,864
128,1,19,802
128,2,19,838
128,3,19,812
128,4,19,794
128,5,19,832
128,6,19,815
128,7,19,803
128,8,19,828
128,9,19,798
128,10,19,780
128,11,19,800
128,12,19,812
128,13,19,802
128,14,19,786
128,15,19,742
128,16,19,817
128,17,19,764
128,18,19,802
128,19,19,923
128,20,19,902
128,21,19,892
128,22,19,900
128,23,19,912
128,24,19,874
129,1,19,842
129,2,19,796
129,3,19,789
129,4,19,853
129,5,19,827
129,6,19,796
129,7,19,794
129,8,19,810
129,9,19,809
129,10,19,735
129,11,19,812
129,12,19,792
129,13,19,809
129,14,19,735
129,15,19,785
129,16,19,731
129,17,19,775
129,18,19,825
129,19,19,916
129,20,19,880
129,21,19,901
129,22,19,958
129,23,19,911
129,24,19,883
130,1,19,796
130,2,19,804
130,3,19,811
130,4,19,770
130,5,19,750
130,6,19,792
130,7,19,812
130,8,19,823
130,9,19,771
130,10,19,774
130,11,19,746
130,12,19,821
130,13,19,772
130,14,19,741
130,15,19,763
130,16,19,774
130,17,19,791
130,18,19,803
130,19,19,884
130,20,19,834
130,21,19,867
130,22,19,876
130,23,19,956
130,24,19,873
131,1,19,807
131,2,19,794
131,3,19,821
131,4,19,893
131,5,19,781
131,6,19,801
131,7,19,803
131,8,19,841
131,9,19,793
131,10,19,849
131,11,19,788
131,12,19,783
131,13,19,857
131,14,19,854
131,15,19,799
131,16,19,779
131,17,19,829
131,18,19,778
131,19,19,919
131,20,19,917
131,21,19,878
131,22,19,925
131,23,19,914
131,24,19,927
132,1,19,749
132,2,19,759
132,3,19,803
132,4,19,773
132,5,19,759
132,6,19,796
132,7,19,800
132,8,19,780
132,9,19,836
132,10,19,825
132,11,19,792
132,12,19,793
132,13,19,790
132,14,19,807
132,15,19,780
132,16,19,763
132,17,19,790
132,18,19,773
132,19,19,891
132,20,19,927
132,21,19,925
132,22,19,856
132,23,19,858
132,24,19,855
133,1,19,781
133,2,19,799
133,3,19,838
133,4,19,886
133,5,19,781
133,6,19,806
133,7,19,783
133,8,19,789
133,9,19,757
133,10,19,869
133,11,19,833
133,12,19,812
133,13,19,823
133,14,19,744
133,15,19,805
133,16,19,849
133,17,19,799
133,18,19,799
133,19,19,900
133,20,19,848
133,21,19,891
133,22,19,873
133,23,19,912
133,24,19,918
134,1,19,844
134,2,19,848
134,3,19,881
134,4,19,833
134,5,19,843
134,6,19,864
134,7,19,878
134,8,19,880
134,9,19,839
134,10,19,902
134,11,19,815
134,12,19,858
134,13,19,830
134,14,19,830
134,15,19,832
134,16,19,857
134,17,19,791
134,18,19,828
134,19,19,901
134,20,19,960
134,21,19,958
134,22,19,1000
134,23,19,922
134,24,19,968
135,1,19,809
135,2,19,734
135,3,19,840
135,4,19,805
135,5,19,832
135,6,19,818
135,7,19,857
135,8,19,787
135,9,19,811
135,10,19,812
135,11,19,822
135,12,19,839
135,13,19,782
135,14,19,780
135,15,19,759
135,16,19,820
135,17,19,843
135,18,19,786
135,19,19,917
135,20,19,934
135,21,19,911
135,22,19,936
135,23,19,988
135,24,19,904
136,1,19,844
136,2,19,779
136,3,19,870
136,4,19,815
136,5,19,797
136,6,19,813
136,7,19,848
136,8,19,835
136,9,19,805
136,10,19,822
136,11,19,841
136,12,19,840
136,13,19,844
136,14,19,771
136,15,19,800
136,16,19,847
136,17,19,822
136,18,19,861
136,19,19,945
136,20,19,887
136,21,19,946
136,22,19,890
136,23,19,919
136,24,19,891
137,1,19,825
137,2,19,908
137,3,19,867
137,4,19,822
137,5,19,902
137,6,19,878
137,7,19,827
137,8,19,872
137,9,19,792
137,10,19,863
137,11,19,885
137,12,19,854
137,13,19,828
137,14,19,815
137,15,19,799
137,16,19,822
137,17,19,869
137,18,19,821
137,19,19,985
137,20,19,957
137,21,19,946
137,22,19,890
137,23,19,981
137,24,19,942
138,1,19,873
138,2,19,853
138,3,19,864
138,4,19,837
138,5,19,815
138,6,19,848
138,7,19,824
138,8,19,822
138,9,19,832
138,10,19,860
138,11,19,859
138,12,19,794
138,13,19,878
138,14,19,867
138,15,19,823
138,16,19,914
138,17,19,826
138,18,19,899
138,19,19,965
138,20,19,994
138,21,19,982
138,22,19,946
138,23,19,970
138,24,19,981
139,1,19,843
139,2,19,857
139,3,19,877
139,4,19,852
139,5,19,831
139,6,19,842
139,7,19,874
139,8,19,862
139,9,19,826
139,10,19,829
139,11,19,897
139,12,19,837
139,13,19,856
139,14,19,880
139,15,19,884
139,16,19,867
139,17,19,820
139,18,19,826
139,19,19,917
139,20,19,929
139,21,19,973
139,22,19,909
139,23,19,950
139,24,19,978
140,1,19,888
140,2,19,809
140,3,19,782
140,4,19,812
140,5,19,775
140,6,19,861
140,7,19,825
140,8,19,827
140,9,19,827
140,10,19,876
140,11,19,833
140,12,19,837
140,13,19,860
140,14,19,835
140,15,19,844
140,16,19,794
140,17,19,852
140,18,19,841
140,19,19,952
140,20,19,902
140,21,19,920
140,22,19,904
140,23,19,965
140,24,19,1010
141,1,19,840
141,2,19,773
141,3,19,793
141,4,19,838
141,5,19,802
141,6,19,833
141,7,19,816
141,8,19,816
141,9,19,818
141,10,19,834
141,11,19,732
141,12,19,851
141,13,19,765
141,14,19,827
141,15,19,896
141,16,19,814
141,17,19,809
141,18,19,777
141,19,19,883
141,20,19,913
141,21,19,974
141,22,19,929
141,23,19,935
141,24,19,867
142,1,19,807
142,2,19,805
142,3,19,739
142,4,19,831
142,5,19,730
142,6,19,863
142,7,19,856
142,8,19,833
142,9,19,826
142,10,19,793
142,11,19,800
142,12,19,793
142,13,19,735
142,14,19,812
142,15,19,802
142,16,19,774
142,17,19,828
